bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,new_year,price,view,lat
3,1.75,1980,6250,1,0,1,5,7,1090,890,1980,6250,1910,564000,1,47.554
2,1,1130,5236,1,0,0,4,6,1130,0,1010,5320,1942,384500,0,47.5103
3,2,2010,33090,1.5,0,2,5,8,2010,0,1840,22620,1986,415000,2,47.2133
2,1.75,1820,8409,1,0,0,4,6,910,910,1300,8409,1948,345000,0,47.7538
4,2.5,2340,6896,2,0,0,3,7,2340,0,2950,6775,2001,465950,0,47.4896
3,1.75,1780,11096,1,0,0,3,7,1210,570,1780,10640,1979,325000,0,47.617
3,1.75,1780,11096,1,0,0,3,7,1210,570,1780,10640,1979,500000,0,47.617
4,2.5,2450,20348,1,0,0,3,8,1410,1040,2450,50094,1978,450000,0,47.5887
4,3,2410,8284,1,0,0,5,7,1210,1200,2050,7940,1969,475000,0,47.7202
5,1.75,3380,20021,1,0,0,4,8,1690,1690,3260,19809,1963,1350000,0,47.6395
3,1.5,1710,5120,2,0,0,4,7,1710,0,1530,5170,1920,747000,0,47.6801
3,1.75,1740,6220,1,0,0,4,6,1740,0,1630,8418,1954,395000,0,47.762
3,2.5,1995,1483,3,0,0,3,8,1760,235,1520,1173,2005,505000,0,47.6025
3,2,1760,9282,1,0,0,5,7,1100,660,1730,7500,1947,215000,0,47.3413
4,3.5,3970,210830,2,0,0,3,9,3970,0,1680,42665,2000,775000,0,47.4614
4,2.5,3000,5471,2,0,0,3,8,3000,0,2730,5471,2013,540000,0,47.4797
3,1.75,1540,8925,1,0,0,4,7,1540,0,1620,10397,1957,392500,0,47.7762
3,2,2160,15788,1,0,0,3,8,2160,0,2260,9787,1951,987000,0,47.6227
3,2,2160,15788,1,0,0,3,8,2160,0,2260,9787,1951,1190000,0,47.6227
3,2,1810,10684,2,0,0,3,8,1810,0,2140,9657,1987,252500,0,47.4619
3,3.5,2440,3502,2,0,0,3,7,1970,470,2440,3417,2000,730000,0,47.589
6,2.75,3200,9200,1,0,2,4,8,1600,1600,2220,9500,1953,497300,2,47.492
4,2.5,2970,34981,2,0,0,3,9,2970,0,3170,30277,1998,640000,0,47.7365
5,2,2290,7125,1,0,0,3,7,1190,1100,1460,7920,1964,580000,0,47.634
3,1.75,1820,34800,1,0,0,4,6,1820,0,2570,52707,1967,377000,0,47.4616
4,3.5,3010,3600,2,0,0,3,9,2370,640,2650,4200,1999,1280000,0,47.6341
3,1.5,1360,1488,2,0,0,3,7,1120,240,1360,1573,2003,396500,0,47.6526
4,2.5,2080,2999,2,0,0,3,8,2080,0,1630,3148,1998,300000,0,47.4909
3,1,1110,4800,1.5,0,0,3,7,1110,0,1510,4320,1946,532000,0,47.6857
2,1.75,1560,4500,1,0,0,3,8,1560,0,1860,4500,2004,579000,0,47.7128
4,2.5,3520,7815,2,0,3,3,10,3140,380,2790,6644,1929,1400000,3,47.6429
5,1.75,2280,43560,1,0,1,4,8,1380,900,1940,17664,1949,571000,1,47.4558
3,1.75,1370,9288,1,0,0,4,7,1370,0,1500,9864,1988,301950,0,47.4824
3,3,2340,2970,2,0,0,5,8,2160,180,1370,4000,1925,660000,0,47.6868
4,2.5,3170,10688,2,0,2,3,9,3170,0,3100,12610,2001,455000,2,47.3179
3,1.75,1380,5060,1,0,0,3,7,1380,0,1030,5060,1986,375000,0,47.7059
4,2.5,2700,6769,2,0,0,3,9,2700,0,2880,7968,1999,470000,0,47.3753
3,2.5,1300,10484,2,0,0,3,8,1300,0,1380,7868,1983,374990,0,47.7768
2,2.5,1900,3690,2,0,0,3,8,1900,0,1900,5153,2006,541500,0,47.7082
3,2.5,3750,7821,2,0,0,3,9,3750,0,3210,8405,2001,782500,0,47.6325
3,2.25,1552,3677,2,0,0,3,7,1552,0,1677,3677,2012,264000,0,47.3205
4,2.5,2500,7417,2,0,0,3,9,2500,0,2770,8188,1991,640000,0,47.6251
3,2,1770,8141,1,0,0,5,8,1770,0,1770,8100,1952,660000,0,47.7232
5,3.5,4210,17258,2,0,3,3,12,4210,0,4630,17909,1995,1370000,3,47.553
3,2.5,2170,8140,2,0,0,3,9,2170,0,2390,8100,1994,389950,0,47.385
2,1,1510,19874,1,0,0,3,7,1510,0,1540,10000,1951,226000,0,47.4924
3,1.75,1870,40250,1,0,0,5,7,1870,0,1870,40250,1959,390000,0,47.4038
3,2.25,1570,8111,2,0,0,3,8,1570,0,1990,7875,1984,485000,0,47.6324
4,2.5,2480,4602,2,0,0,3,9,2480,0,3480,5739,2000,840000,0,47.6835
5,3.5,3580,21343,1.5,0,0,4,8,2140,1440,2430,21343,1937,600000,0,47.7646
2,1,1480,6210,1,0,0,3,7,1080,400,1290,7509,1950,331000,0,47.774
3,2,2610,6000,1,0,0,5,7,1310,1300,2330,4800,1941,780000,0,47.675
3,1.75,1700,8481,2,0,0,3,7,1700,0,1830,6600,1993,300000,0,47.2623
3,1.75,1240,7620,1,0,0,3,7,1240,0,1150,7620,2014,361810,0,47.4576
3,1,1660,6582,1,0,0,5,7,1000,660,1110,6584,1946,467000,0,47.7169
3,1.75,1620,10000,1.5,0,0,5,6,1620,0,1880,10000,1918,399000,0,47.5091
3,1.75,1130,7500,1.5,0,0,4,7,1130,0,1240,6000,1908,315450,0,47.5254
3,1,1310,5000,1.5,0,0,3,7,1310,0,1530,4800,1906,600000,0,47.6624
4,2,1710,5200,1,0,0,4,7,910,800,1560,5200,1977,247500,0,47.3634
3,1,2140,5037,1,0,0,3,7,2140,0,1630,6054,1957,330000,0,47.5494
4,2.25,2350,7210,1.5,0,0,4,7,2350,0,1930,7519,1972,500000,0,47.7407
3,1,1570,10050,1,0,0,3,7,1570,0,2540,9940,1963,367500,0,47.736
3,2.5,2780,32880,1,0,0,3,9,2780,0,2780,40091,1993,560000,0,47.4798
4,1.75,2540,7620,1,0,3,3,8,1320,1220,2540,8613,1948,655000,3,47.5709
5,2.75,2500,7140,1,0,0,4,7,1250,1250,2230,8400,1968,530000,0,47.6225
3,2.25,2080,26574,1,0,2,3,7,1380,700,1770,8140,1993,270000,2,47.2846
3,2,1760,2875,2,0,2,3,7,1290,470,1760,4830,1988,437500,2,47.5602
3,1.75,1760,10349,1,0,0,3,8,1760,0,1970,10933,1957,575000,0,47.6347
4,2.5,1940,6887,2,0,0,3,7,1940,0,1870,6144,1990,278000,0,47.2911
4,2.5,3010,6181,2,0,0,3,9,3010,0,2960,6515,2000,568500,0,47.5212
4,3,2460,9606,1,0,0,3,8,2460,0,1730,7500,2012,280000,0,47.4889
2,1,750,6350,1,0,0,3,5,750,0,920,6350,1920,250000,0,47.6938
3,0.75,1300,72309,1,0,0,3,6,680,620,3080,8395,1987,247500,0,47.567
5,2.75,3710,13874,1.5,0,3,4,9,2340,1370,3370,13874,1977,1250000,3,47.5686
4,2.5,2360,15008,1,0,0,3,9,1920,440,2680,15344,1986,535000,0,47.7363
3,2.5,3190,6899,2,0,0,3,9,3190,0,3190,6899,2014,814842,0,47.7153
4,2.5,2181,5521,2,0,0,3,8,2181,0,2333,5143,2006,340000,0,47.3503
3,1.75,1890,9100,2,0,0,4,7,1890,0,1640,9100,1952,359950,0,47.7676
3,1.75,2610,5544,1.5,0,0,3,8,1680,930,1330,5074,1934,750000,0,47.684
4,2,3090,8125,2.5,0,0,5,8,3090,0,1560,6250,1918,1220000,0,47.6851
2,1,860,5040,1,0,0,3,7,860,0,1570,5040,1956,370000,0,47.6977
3,1,1000,9170,1,0,0,3,7,1000,0,1610,9170,1980,329950,0,47.4405
3,2.5,2760,35171,2,0,0,3,9,2760,0,2720,35171,1990,500000,0,47.465
4,2.5,3490,18521,2,0,0,4,9,3490,0,2850,18521,1990,734000,0,47.7406
4,2.5,2960,5054,2,0,0,3,9,2960,0,2960,5000,2006,385000,0,47.3601
2,1,1280,4635,1,0,0,3,6,840,440,1660,6180,1917,230000,0,47.5532
4,3.5,3230,7200,1,0,1,3,10,1640,1590,2660,7200,2000,1390000,1,47.6838
3,2,1830,4992,1,0,0,3,7,1230,600,2050,7740,1953,210000,0,47.5145
3,1.75,1420,13187,1,0,0,4,7,1420,0,1620,13824,1974,293000,0,47.4608
3,1,1580,3774,1.5,0,0,3,6,1580,0,1580,3860,1900,465000,0,47.6839
3,2.25,1960,44634,1,0,0,3,7,1130,830,1970,44634,1984,449000,0,47.7769
2,1.75,1670,10725,1,0,0,3,7,1670,0,1600,10725,1965,325000,0,47.4893
3,2,1670,7056,1,0,0,4,7,1670,0,1330,8415,1958,180000,0,47.3139
6,3,2960,5000,1,0,0,3,8,1790,1170,1280,1251,1968,650000,0,47.6971
4,2.75,2420,7102,1,0,0,5,7,1670,750,1620,7102,1946,665000,0,47.7042
3,2,1420,16000,1,0,0,3,7,1420,0,1900,12630,1966,324450,0,47.478
4,1.75,2170,5750,1,0,2,3,7,1370,800,1450,5750,1975,588000,2,47.5668
4,1,1310,5200,1.5,0,0,3,6,1160,150,1090,5180,1945,200000,0,47.5384
4,1.75,1830,11090,1,0,0,3,7,1060,770,1990,10917,1962,383000,0,47.7333
3,2,1360,2500,1,0,0,3,7,730,630,1630,5000,1986,499950,0,47.6753
5,2.5,3440,12350,1,0,2,4,9,1760,1680,3440,12763,1976,549000,2,47.3427
5,3,2010,7264,1,0,0,3,7,1290,720,1510,7326,1990,465000,0,47.6945
3,2.5,2450,19744,2,0,0,3,10,2450,0,2650,19597,1990,450000,0,47.3746
4,2.5,3030,7800,2,0,0,3,9,1580,1450,2840,7435,1991,799900,0,47.689
4,2.5,2480,91911,1,0,2,4,7,1470,1010,2540,91911,1973,495000,2,47.4579
3,3.5,4310,10842,2,0,2,3,10,3140,1170,2280,11106,1988,1200000,2,47.7735
4,2.5,2120,15000,2,0,0,4,8,2120,0,2170,15000,1983,637000,0,47.7159
4,1,2210,4366,2,0,0,3,8,2210,0,1740,1745,1901,589000,0,47.6105
3,1.75,1400,10350,1,0,0,4,7,1400,0,1780,10457,1976,305000,0,47.479
4,2.25,2760,5200,2,0,0,3,7,1790,970,1310,2059,2003,600000,0,47.589
4,2.5,2550,6256,2,0,0,3,9,2550,0,2460,8256,1992,587000,0,47.7742
2,2.5,2220,4000,2,0,0,3,9,2220,0,1870,4000,2000,1430000,0,47.6364
4,1,1320,11212,1,0,0,5,6,1320,0,1060,6766,1914,250000,0,47.3098
3,3,2440,3202,2,0,0,4,8,1640,800,2440,3200,1982,515000,0,47.7152
4,2.75,3780,10308,2,0,0,3,10,3780,0,3500,10740,1999,833000,0,47.589
3,3.25,4720,32467,2,0,2,3,10,3190,1530,3260,26386,1998,860000,2,47.508
4,3,2360,6678,1,0,0,3,8,1760,600,1640,6380,1949,550000,0,47.6919
2,1,890,6000,1,0,0,2,6,890,0,1100,6000,1919,180000,0,47.4976
4,1.75,1770,9375,1,0,0,4,7,1170,600,1540,9375,1968,507000,0,47.6935
3,2,1720,128066,1,0,0,3,7,1720,0,2360,111078,1994,427000,0,47.4487
3,3.5,2490,2722,2,0,0,3,8,2020,470,2490,2755,1999,616950,0,47.5893
4,1.75,1890,10550,1,0,0,5,7,1010,880,1930,7291,1969,372000,0,47.5147
2,1,1020,6380,1,0,0,3,7,1020,0,1380,6380,1973,290000,0,47.6971
4,2.75,2420,8438,2,0,0,3,8,2420,0,2270,8770,1997,329990,0,47.2089
3,1.75,1600,8156,1,0,0,5,7,1600,0,1200,8156,1948,393500,0,47.7397
5,3.25,3370,17458,1,0,2,5,10,2000,1370,4240,15202,1982,1550000,2,47.5591
4,2.25,1720,8300,1,0,0,4,8,1720,0,2010,8000,1973,240000,0,47.3192
3,1,1090,8640,1,0,0,4,6,1090,0,1260,8400,1973,285000,0,47.459
3,1.5,1090,9862,1,0,0,3,8,1090,0,1710,9862,1987,382500,0,47.6256
4,3.75,3600,16101,1,0,0,3,9,3600,0,3650,9506,1951,1930000,0,47.6308
3,2.5,2760,9471,1,0,2,3,8,1760,1000,3040,6765,1956,800000,2,47.676
4,3.5,2770,24140,2,0,0,3,8,2770,0,1720,16011,1967,550000,0,47.6585
4,1.75,2520,15205,1,0,0,4,7,2040,480,1680,10000,1954,387846,0,47.7642
4,2,1960,16015,1,0,0,3,7,1960,0,1960,16015,1980,367500,0,47.33
5,1,1760,4264,2,0,0,3,8,1760,0,2130,4264,1902,780500,0,47.6246
3,1.75,1090,6775,1,0,0,4,7,850,240,1580,5760,1950,680000,0,47.6934
5,1.75,1960,7875,1,0,0,4,7,1960,0,1800,7764,1968,434400,0,47.7256
2,1,1220,17172,1,0,0,4,6,1220,0,1510,12915,1947,370000,0,47.6934
3,1.75,1730,8073,1,0,0,3,8,1350,380,2500,8073,1971,465000,0,47.7694
3,2,1830,6925,1,0,0,4,8,1830,0,2010,7350,1979,323000,0,47.4445
4,2.5,1600,9921,2,0,0,3,7,1600,0,2140,5806,2009,270000,0,47.3678
3,1.75,2040,42693,1,0,2,3,10,2040,0,2640,11957,1980,1320000,2,47.6479
4,2.5,2710,6583,2,0,0,3,9,2710,0,2710,6583,2003,560000,0,47.4922
3,1,1140,4500,1,0,0,3,6,840,300,1150,3000,1907,450000,0,47.5897
2,1,930,7740,1,0,0,3,6,930,0,1250,7740,1924,290000,0,47.7091
3,2,1010,21340,1,0,0,3,8,1010,0,1700,13045,1980,354000,0,47.6223
5,3,2380,5000,2,0,0,5,7,2380,0,1800,4650,1909,705000,0,47.6722
3,2.25,1860,7200,1,0,0,4,7,1240,620,1560,7630,1977,445000,0,47.7332
3,1,1440,11925,1,0,0,3,7,1440,0,1440,10425,1968,229900,0,47.2738
4,2.5,2980,5896,2,0,0,3,8,2980,0,2900,5712,2001,610000,0,47.6872
3,3.25,2670,5108,2,0,2,3,9,2670,0,2670,6500,2000,535000,2,47.5342
3,1.75,2150,8925,1,0,0,4,7,2150,0,1100,7875,1960,437400,0,47.6253
5,2.75,3160,10059,2,0,0,3,10,1740,1420,3120,11557,1978,540000,0,47.7477
3,2,1890,29185,1,0,0,3,7,1470,420,2580,11600,2013,570000,0,47.5621
3,2.5,2810,4607,2,0,0,3,8,2810,0,2540,4871,2004,533000,0,47.7735
3,2.5,2690,4819,2,0,0,3,7,2690,0,2360,4829,2004,555000,0,47.5302
3,1.75,1230,9600,1,0,0,4,7,1230,0,1330,8250,1984,239950,0,47.3675
3,1,950,9451,1,0,0,4,7,950,0,1480,8352,1977,350000,0,47.7308
2,1,1200,4880,1,0,0,3,6,980,220,1040,4880,1943,245000,0,47.5276
4,1.75,1670,9886,1,0,0,5,7,1670,0,2590,9997,1947,456000,0,47.7249
4,2.25,2140,7701,1,0,0,4,7,1470,670,2130,8050,1977,465000,0,47.7213
2,1.75,1440,4660,1,0,2,3,8,1440,0,1680,4989,2008,445000,2,47.7092
5,2.75,3050,7500,1,0,0,4,8,1800,1250,2060,7848,1966,517850,0,47.7249
5,2.75,2570,7260,2,0,0,3,8,2570,0,2200,7421,1996,329000,0,47.2622
3,2.5,1840,2875,2,0,0,4,7,1840,0,1240,5750,1997,512500,0,47.562
2,1,1250,8100,1,0,0,4,7,1250,0,1710,8100,1947,365000,0,47.7294
3,1,1410,9384,1,0,0,3,7,1410,0,1990,9384,1948,450500,0,47.7161
3,1,1560,8232,1,0,0,3,7,1560,0,1930,8286,1952,915000,0,47.623
3,1,960,7314,1,0,0,5,6,960,0,990,7314,1960,205000,0,47.2891
4,2.5,1870,8449,2,0,0,3,8,1870,0,2160,8113,1992,314000,0,47.4435
2,1,900,9260,1,0,0,3,7,900,0,1230,6913,1946,496000,0,47.6695
4,1,2050,7590,1,0,0,3,7,1280,770,2050,7800,1957,329950,0,47.4916
4,2,2400,6000,2,0,0,3,6,2400,0,1780,8732,1945,375000,0,47.7607
3,2.5,1850,7777,2,0,0,5,8,1850,0,1850,8482,1989,623000,0,47.6908
4,1.5,1220,9600,1,0,0,3,6,1220,0,1180,9000,1980,310000,0,47.6462
3,3.25,3140,37120,1,0,0,3,9,1760,1380,2100,13500,1984,532500,0,47.5244
4,2.25,2410,4560,2,0,2,5,9,1800,610,2150,5100,1929,960000,2,47.6796
4,2.5,3130,40918,2,0,0,3,9,3130,0,2760,35440,1994,598000,0,47.4761
3,2.5,2300,9218,2,0,2,3,9,2300,0,2730,9930,1998,683000,2,47.5504
5,2.5,2840,9425,1,0,0,4,7,1590,1250,1900,11600,1962,425000,0,47.7609
5,2.75,1800,3780,1.5,0,0,3,7,1400,400,1400,3780,1926,533000,0,47.6831
3,1,1190,9486,1,0,0,4,7,1190,0,2100,10400,1953,375000,0,47.4319
3,2,1710,7225,2,0,0,4,7,1710,0,1710,7225,1988,250500,0,47.2917
4,1.75,1900,22896,1.5,0,0,3,7,1360,540,1300,8960,1990,257000,0,47.3102
3,1,880,18205,1,0,0,4,6,880,0,1110,16115,1945,218000,0,47.5013
3,2,2060,4437,1,0,0,3,7,1030,1030,1750,4452,1929,460000,0,47.5705
3,1,1360,6186,1.5,0,0,4,6,760,600,1610,7453,1941,255544,0,47.7503
2,2,1680,4647,1,0,0,3,8,1680,0,1680,4950,2008,560000,0,47.7088
4,2.5,2980,4074,2,0,0,3,8,2980,0,2320,4255,2011,480000,0,47.734
5,1.75,2130,19180,1,0,0,3,8,1500,630,3650,19180,1968,1300000,0,47.638
3,2.75,2650,9752,1,0,0,3,9,2650,0,3030,9910,1989,580000,0,47.768
3,2.5,1700,9100,1,0,0,3,8,1160,540,1590,8374,1998,475000,0,47.5369
4,2.5,2680,12215,1,1,4,3,9,1590,1090,2960,19964,1956,1310000,4,47.4396
3,2.5,2530,623779,1,0,0,4,8,2530,0,2120,100623,1980,700000,0,47.4188
3,2.5,2520,10223,2,0,0,3,10,2520,0,2630,10091,1988,590000,0,47.631
3,2.5,1630,8346,1,0,0,3,8,1630,0,2110,8619,1990,264500,0,47.2622
2,1,730,2600,1,0,0,4,6,730,0,1480,3900,1918,465000,0,47.6751
3,1,910,7620,1,0,2,3,7,910,0,1660,7620,1971,290000,2,47.5278
4,4.5,4510,12873,2,0,2,3,12,4510,0,2200,8528,1998,1820000,2,47.6491
3,1,1110,12150,1,0,0,4,7,1110,0,1490,8200,1957,416000,0,47.6034
4,2,1450,8940,1,0,0,3,7,1450,0,1310,8914,1962,360000,0,47.7304
5,2.75,2910,36250,1,0,0,3,8,1590,1320,2910,37376,1977,585083,0,47.5916
4,2.75,2600,2750,1.5,0,0,3,7,1620,980,1960,3705,1936,840000,0,47.6413
2,1,730,9975,1,0,0,1,5,730,0,860,9000,1943,81000,0,47.4808
3,2.25,2440,9200,1,0,1,4,8,2440,0,2750,6211,1950,1290000,1,47.6629
4,1.75,2290,7380,1,0,0,3,7,1390,900,1170,7381,1963,326000,0,47.5034
2,1,720,7500,1,0,2,3,6,720,0,1390,5000,1925,447000,2,47.5185
3,1,940,7125,1.5,0,0,4,7,940,0,1170,7125,1958,185000,0,47.3756
3,2.5,1540,7773,2,0,0,4,8,1540,0,1630,7340,1982,439950,0,47.722
3,1.5,1140,10300,1.5,0,0,4,6,1140,0,1250,9975,1967,234000,0,47.4452
4,2.5,2100,8886,2,0,0,4,7,2100,0,1840,9058,1964,485000,0,47.5947
4,1.75,2670,6250,2,0,0,4,8,2020,650,1820,6250,1941,750000,0,47.6499
4,2,2750,5527,2,0,0,3,8,2130,620,1290,1764,1987,865000,0,47.6513
4,2.5,2570,9000,1,0,0,4,8,1590,980,2120,8571,1979,287500,0,47.2986
3,1.75,1660,9673,1,0,0,3,7,1130,530,1260,9681,1976,375000,0,47.7628
3,2.25,1700,8800,1,0,0,5,7,850,850,2180,8960,1969,565000,0,47.6863
4,3,1530,8306,2,0,0,3,7,1530,0,1930,6925,2010,260000,0,47.3528
3,1,1260,10900,1,0,0,4,6,1260,0,1090,8137,1943,190000,0,47.491
5,2,2760,6420,1,0,0,5,7,1380,1380,1400,7112,1964,399950,0,47.5396
3,2.5,1830,7062,2,0,0,3,7,1830,0,1820,6434,1990,275000,0,47.2895
3,2.75,2160,4086,1,0,0,3,7,1380,780,1300,4080,1987,528000,0,47.5352
3,2,1770,9685,1,0,0,3,5,1770,0,1520,11122,1948,315000,0,47.4753
2,2.25,2210,5500,1,0,0,4,8,1410,800,2140,6600,1968,614306,0,47.697
3,3.5,4560,14608,2,0,2,3,12,4560,0,4050,14226,1990,1490000,2,47.6995
3,2.5,2110,3870,2,0,0,3,9,2110,0,2300,3870,2004,590000,0,47.5513
3,1,1130,3600,1,0,0,3,6,1130,0,1710,2231,1908,261500,0,47.5978
4,2.5,1960,9898,2,0,0,3,8,1960,0,2130,7662,2001,300000,0,47.3834
3,2.25,2230,4551,1.5,0,2,5,8,1450,780,2060,7200,1928,439000,2,47.5078
5,2.25,2350,13000,1,0,0,3,7,2350,0,1570,11440,1961,277554,0,47.4939
3,2,1340,8505,1,0,0,3,6,1340,0,1370,9000,1931,215000,0,47.4727
2,2.25,2160,17861,2,1,4,4,9,2160,0,2660,18530,1956,1200000,4,47.502
4,2,1700,6375,1,0,0,4,7,850,850,1470,8360,1950,420000,0,47.6973
3,2.5,1650,3436,2,0,0,3,7,1650,0,1680,3446,2003,485000,0,47.6819
3,2,1540,8316,1,0,0,5,6,1540,0,1250,8316,1954,202500,0,47.323
5,3.25,3920,8572,2,0,0,3,9,3920,0,3335,7258,2007,710000,0,47.5427
4,2.5,3250,6933,2,0,0,3,8,3250,0,3030,5308,2009,535000,0,47.4956
4,1.75,1360,7700,1,0,0,4,7,1360,0,1321,7756,1966,260000,0,47.4558
3,2,1480,7480,1,0,0,4,7,1480,0,1680,7146,1992,254000,0,47.3542
4,2.5,2360,5226,2,0,0,3,8,2360,0,2440,5156,2001,600000,0,47.712
3,2.5,1800,2516,2,0,0,3,7,1800,0,1800,2562,2001,285000,0,47.5401
4,3.75,2540,20662,2,0,0,3,10,2540,0,2490,37731,1998,800000,0,47.5882
3,1,1200,13100,1,0,0,3,6,1200,0,1960,11285,1943,165000,0,47.475
2,1,710,6960,1,0,0,4,6,710,0,940,7680,1943,216500,0,47.4886
4,2.5,2640,5595,2,0,0,3,8,2640,0,1840,5011,2011,387990,0,47.3551
4,2.5,3010,5040,2,0,0,3,8,3010,0,1090,5040,2006,500000,0,47.709
4,2.5,2770,5612,2,0,0,3,7,2770,0,2770,5177,2001,650000,0,47.686
4,2.5,2310,4079,2,0,0,3,8,2310,0,1220,4800,2008,646000,0,47.6937
4,3,2060,9138,1,0,0,3,8,1430,630,2250,7820,1992,323400,0,47.321
3,2.5,1880,4200,2,0,0,3,7,1880,0,2090,4200,2007,300000,0,47.366
5,2,2280,5400,1.5,0,0,4,7,1340,940,1770,5000,1947,712500,0,47.6674
3,1.75,1380,3402,1.5,0,0,3,7,1380,0,1500,5496,2000,550000,0,47.6109
3,1,1180,7537,1,0,0,3,7,1180,0,1220,7425,1969,400000,0,47.7233
4,1.75,1650,7200,1,0,0,3,7,1100,550,1620,7374,1977,255000,0,47.3944
3,1.75,2030,9032,2,0,2,4,7,2030,0,2350,8937,1963,660000,2,47.586
4,2.25,2110,6375,1,0,2,4,8,1600,510,2760,6375,1941,925000,2,47.6819
4,2.25,2130,7210,1,0,0,5,7,1330,800,1310,7896,1965,534000,0,47.629
3,1,1690,7700,1,0,0,4,7,1690,0,1590,7700,1969,215000,0,47.3444
3,2.5,2510,12779,1.5,0,4,3,10,2510,0,2810,12225,1968,1950000,4,47.6982
5,4.25,3530,7924,2,0,0,3,10,3530,0,1750,9226,2001,1400000,0,47.5894
3,1.75,1470,8350,1,0,0,3,7,1470,0,1590,8182,1990,212000,0,47.2587
3,1.75,1840,7300,1,0,0,3,8,1840,0,1920,8010,1966,265000,0,47.3122
3,1.75,1860,5750,1.5,0,0,5,6,1300,560,1550,5750,1918,400000,0,47.5586
4,2.5,1940,10133,2,0,0,3,8,1940,0,1940,7265,1992,311500,0,47.3877
4,3.5,4420,20759,2,0,0,3,11,4420,0,3020,20666,2003,2330000,0,47.6354
2,1,800,6050,1,0,0,4,6,800,0,880,6050,1944,225000,0,47.5001
4,2.5,3700,21755,1,0,4,3,11,2620,1080,3480,13786,1988,1250000,4,47.5662
3,1,1400,8710,1,0,0,4,7,1400,0,1460,8710,1948,380000,0,47.5066
4,2.5,2250,11370,2,0,0,3,8,2250,0,2190,9611,1991,600000,0,47.7115
3,2.25,2230,9053,2,0,0,4,9,2230,0,2390,8038,1987,600000,0,47.6594
3,2.5,1950,3000,2,0,0,3,7,1950,0,1620,6000,2001,315000,0,47.4938
5,1,2550,4623,2.5,0,0,4,9,2550,0,1570,3875,1905,847000,0,47.6092
4,2.5,2750,10351,2,0,0,3,10,2750,0,3370,10351,1998,730000,0,47.5894
4,2,2290,11137,1,0,0,4,8,2290,0,2300,10463,1955,1060000,0,47.5887
4,2.25,2350,17709,2,0,0,4,9,2350,0,3360,19855,1977,1620000,0,47.6232
2,1.75,1720,5785,1,0,0,3,6,860,860,1680,5184,2002,664000,0,47.5554
4,3,2810,6000,2,0,0,3,9,2810,0,2790,6000,2007,454450,0,47.3689
3,1,940,4200,1,0,0,3,7,940,0,1380,4080,1955,341000,0,47.6878
4,1,1190,8875,1.5,0,0,4,7,1190,0,1190,8875,1946,276693,0,47.7487
2,1,1390,11340,1,0,0,4,7,1390,0,1200,10224,1969,185000,0,47.4969
2,2.5,1660,2258,2,0,0,3,7,1660,0,1740,2390,1981,160000,0,47.3793
4,2.5,1920,8497,2,0,0,3,8,1920,0,1940,8436,1998,270000,0,47.2608
4,1.5,1460,8760,1,0,0,3,7,1460,0,1610,9375,1958,300000,0,47.4698
3,1.5,1370,10115,1,0,0,4,7,1370,0,1450,9282,1957,264950,0,47.2027
2,1,1050,6250,1,0,0,4,6,840,210,1310,12500,1943,209950,0,47.5024
3,2.5,3360,8708,2,0,0,3,9,3360,0,1810,4764,2006,850000,0,47.7037
4,2.5,3160,11380,2,0,0,3,9,3160,0,2970,10385,1983,645000,0,47.6318
4,2.25,2480,36974,2,0,0,4,9,2480,0,3160,35070,1973,855000,0,47.6441
4,1.5,2720,37258,2,0,0,3,10,2720,0,3270,39714,1994,632500,0,47.7402
3,2.5,2070,5013,2,0,0,3,8,2070,0,1670,5013,1987,289950,0,47.3202
2,1.75,2170,25732,1,0,2,4,8,2170,0,3020,23135,1952,850000,2,47.7542
4,2.75,3260,4900,2,0,0,3,9,3260,0,3260,6132,2013,565000,0,47.4812
3,2.5,2250,19270,2,0,0,3,8,2250,0,2940,19541,1999,792000,0,47.6569
3,2.25,1950,9600,1,0,0,4,7,1200,750,1760,8850,1987,260000,0,47.2762
3,2,2220,209523,1,0,0,3,7,2220,0,1600,210830,1991,585000,0,47.7586
3,1.75,1330,10523,1,0,0,3,7,1000,330,1320,8775,1981,295500,0,47.4605
4,2,1190,7877,1.5,0,0,5,7,1190,0,1480,9975,1946,329000,0,47.7538
3,1.75,2770,15232,1,0,0,3,8,1570,1200,2340,11400,1976,750000,0,47.5706
4,2.5,2310,7555,2,0,0,3,9,2310,0,1980,8416,1997,495000,0,47.7544
3,1.75,1580,5750,1,0,2,4,8,1330,250,2480,5750,1947,672500,2,47.6339
5,3.25,2800,3200,1.5,0,0,5,10,1910,890,2450,3500,2002,1310000,0,47.6421
3,2.5,1500,9636,2,0,0,3,7,1500,0,1700,9656,1994,405000,0,47.75
3,1.75,2140,5808,1,0,1,3,7,1070,1070,1930,5808,1947,620000,1,47.6435
4,2.25,2330,7020,1,0,0,4,8,1450,880,2330,8500,1973,615000,0,47.562
6,2.25,3830,11180,1,0,2,5,9,2440,1390,2500,10400,1962,887000,2,47.5849
4,2.75,4510,5000,2.5,0,2,3,8,3270,1240,2010,5000,2000,1060000,2,47.6852
4,1.75,2160,39430,1,0,0,4,8,1660,500,2430,35329,1974,753000,0,47.6378
